keep_label,review_status,review_notes,cik,company_name,aaer_year,match_score,aaer_date,aaer_numbers,aaer_details,aaer_links,label_source,normalized_company_name,distinctive_company_tokens,exact_company_phrase_in_aaer,distinctive_token_coverage,triage_category,automation_status,automation_reason
0,REVIEW,,1479750,CAPITAL BANK FINANCIAL CORP.,2013,88.37,24-Apr-13,AAER-3456,"Capital One Financial Corporation, Peter A. Schnall, and David A. LaGassa Release No. 34-69442, AAER-3456",https://www.sec.gov/files/litigation/admin/2013/34-69442.pdf,SEC AAER index + company-name candidate matching,CAPITAL BANK FINANCIAL,BANK,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,703339,"CAPITAL GROUP HOLDINGS, INC.",2009,100,21-May-09,AAER-2973,"TMT Capital Corporation Release No. 34-59959, AAER-2973",https://www.sec.gov/files/litigation/admin/2009/34-59959.pdf,SEC AAER index + company-name candidate matching,CAPITAL GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,703339,"CAPITAL GROUP HOLDINGS, INC.",2013,100,24-Apr-13,AAER-3456,"Capital One Financial Corporation, Peter A. Schnall, and David A. LaGassa Release No. 34-69442, AAER-3456",https://www.sec.gov/files/litigation/admin/2013/34-69442.pdf,SEC AAER index + company-name candidate matching,CAPITAL GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,703339,"CAPITAL GROUP HOLDINGS, INC.",2013,100,28-Jun-13,AAER-3468,"LPB Capital d/b/a Family Office Group, LLC and Gary J. Pappas (Order Dismissing Proceedings) Release No. 34-69885, IA-3619, AAER-3468",https://www.sec.gov/files/litigation/opinions/2013/34-69885.pdf,SEC AAER index + company-name candidate matching,CAPITAL GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,703339,"CAPITAL GROUP HOLDINGS, INC.",2015,100,8-Jul-15,AAER-3670,"Vero Capital Management, LLC Geiger, Robert Barbaresi, George Downey, Steven, CPA Release No. 34-75401, AAER-3670, IA-4138, IC-31710",https://www.sec.gov/files/litigation/admin/2015/34-75401.pdf,SEC AAER index + company-name candidate matching,CAPITAL GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,703339,"CAPITAL GROUP HOLDINGS, INC.",2016,100,30-Mar-16,AAER-3761,"Burrill Capital Management, et al. Release No. 34-77473, AAER-3761, IA-4360, IC-32060",https://www.sec.gov/files/litigation/admin/2016/34-77473.pdf,SEC AAER index + company-name candidate matching,CAPITAL GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,703339,"CAPITAL GROUP HOLDINGS, INC.",2016,100,10-Jun-16,AAER-3783,"ICON Capital LLC f/k/a ICON Capital Corporation Release No. 34-78030, AAER-3783 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2016/34-78030.pdf | https://www.sec.gov/files/litigation/admin/2016/34-78030-s.pdf,SEC AAER index + company-name candidate matching,CAPITAL GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,703339,"CAPITAL GROUP HOLDINGS, INC.",2017,100,19-Jul-17,AAER-3883,"Enviso Capital, LLC, Ryan Bowers and Jeffrey Laberge, CPA Release No. 34-81173, IA-4731, IC-32737, AAER-3883 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2017/34-81173.pdf | https://www.sec.gov/files/litigation/admin/2017/34-81173-s.pdf,SEC AAER index + company-name candidate matching,CAPITAL GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,703339,"CAPITAL GROUP HOLDINGS, INC.",2020,100,22-May-20,AAER-4144,"TSP Capital Management Group, LLC Release No. IA-5508, AAER-4144 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2020/ia-5508.pdf | https://www.sec.gov/enforce/ia-5508-s,SEC AAER index + company-name candidate matching,CAPITAL GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,REVIEW,,1530721,CAPRI HOLDINGS LTD,2013,88.89,24-Apr-13,AAER-3456,"Capital One Financial Corporation, Peter A. Schnall, and David A. LaGassa Release No. 34-69442, AAER-3456",https://www.sec.gov/files/litigation/admin/2013/34-69442.pdf,SEC AAER index + company-name candidate matching,CAPRI,CAPRI,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,1061393,CH ENERGY GROUP INC,2012,100,23-Apr-12,AAER-3383,"SinoTech Energy Limited, Qingzeng Liu, Guoqiang Xin, and Boxun Zhang Release No. LR-22341, AAER-3383",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-22341,SEC AAER index + company-name candidate matching,CH ENERGY GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1701040,CISION LTD.,2015,100,20-Mar-15,AAER-3643,"BDO China Dahua CPA Co., Ltd., et al. (Order Granting the Division of Enforcement's Unopposed Motion to Withdraw Its Petition for Review as to Dahua CPA, Ltd. and Notice That Initial Decision Has Become Final as to Dahua CPA, Ltd.) Release No. 34-74552, AAER-3643",https://www.sec.gov/files/litigation/opinions/2015/34-74552.pdf,SEC AAER index + company-name candidate matching,CISION,CISION,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,1701040,CISION LTD.,2022,100,5-May-22,AAER-4298,"Gregory A. Wahl, CPA, Michael Deutchman, CPA and Georgia Chung, CPA (Order Extending Time to Issue Decision) Release No. 34-94854, AAER-4298",https://www.sec.gov/files/litigation/opinions/2022/34-94854.pdf,SEC AAER index + company-name candidate matching,CISION,CISION,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,1701040,CISION LTD.,2023,100,1-May-23,AAER-4404,"Gregory A. Wahl, CPA, Michael Deutchman, CPA and Georgia Chung, CPA (ORDER EXTENDING TIME TO ISSUE DECISION) Release No. 34-97413, AAER-4404",https://www.sec.gov/files/litigation/opinions/2023/34-97413.pdf,SEC AAER index + company-name candidate matching,CISION,CISION,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1552493,CNH CAPITAL LLC,2016,90.91,10-Jun-16,AAER-3783,"ICON Capital LLC f/k/a ICON Capital Corporation Release No. 34-78030, AAER-3783 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2016/34-78030.pdf | https://www.sec.gov/files/litigation/admin/2016/34-78030-s.pdf,SEC AAER index + company-name candidate matching,CNH CAPITAL,CNH,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1187449,CNK GLOBAL INC.,2016,90,15-Mar-16,AAER-3758,"ModusLink Global  Solutions, et al. Release No. 33-10055, 34-77372, AAER-3758 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2016/33-10055.pdf | https://www.sec.gov/files/litigation/admin/2016/33-10055-s.pdf,SEC AAER index + company-name candidate matching,CNK GLOBAL,CNK,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1399352,"COOL TECHNOLOGIES, INC.",2010,88.24,7-Apr-10,AAER-3126,"Symbol Technologies, Inc., et al. Release No. LR-21480, AAER-3126",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21480,SEC AAER index + company-name candidate matching,COOL TECHNOLOGIES,COOL,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1479915,CQENS TECHNOLOGIES INC.,2010,88.89,9-Jun-10,AAER-3142,"Lucent Technologies, Inc., et al. Release No. LR-21551, AAER-3142",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21551,SEC AAER index + company-name candidate matching,CQENS TECHNOLOGIES,CQENS,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1696411,CRONA CORP.,2012,88.89,19-Jun-12,AAER-3390,"Ronald J. Mangini, CPA Release No. 34-67219, AAER-3390",https://www.sec.gov/files/litigation/admin/2012/34-67219.pdf,SEC AAER index + company-name candidate matching,CRONA,CRONA,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1696411,CRONA CORP.,2016,88.89,10-Mar-16,AAER-3757,"Ronald D. Ormand Release No. 34-77346, AAER-3757",https://www.sec.gov/files/litigation/admin/2016/34-77346.pdf,SEC AAER index + company-name candidate matching,CRONA,CRONA,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1696411,CRONA CORP.,2020,88.89,20-Mar-20,AAER-4120,"Ronald Emma, CPA Release No. 34-88432, AAER-4120",https://www.sec.gov/files/litigation/admin/2020/34-88432.pdf,SEC AAER index + company-name candidate matching,CRONA,CRONA,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1696411,CRONA CORP.,2022,88.89,7-Jun-22,AAER-4308,"Ronald Prague, Esq. Release No. 34-95055, AAER-4308",https://www.sec.gov/files/litigation/admin/2022/34-95055.pdf,SEC AAER index + company-name candidate matching,CRONA,CRONA,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1571996,DELL TECHNOLOGIES INC.,2018,94.12,27-Mar-18,AAER-3932,"Maxwell Technologies, Inc., et al. Release No. 33-10472, 34-82950, AAER-3932",https://www.sec.gov/files/litigation/admin/2018/33-10472.pdf,SEC AAER index + company-name candidate matching,DELL TECHNOLOGIES,DELL,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1534263,DINO ENERGY CORP,2020,90.91,28-Apr-20,AAER-4133,"Penn West Petroleum Ltd., d/b/a Obsidian Energy Ltd., Todd H. Takeyasu, Jeffery A. Curran, and Waldemar Grab Release No. LR-24809, AAER-4133 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-24809 | https://www.sec.gov/files/litigation/complaints/2020/comp24809.pdf,SEC AAER index + company-name candidate matching,DINO ENERGY,DINO,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1601602,"DS SERVICES HOLDINGS, INC.",2015,90.91,1-Jul-15,AAER-3668,"Deloitte & Touche LLP, ALPS Fund Services, Inc. and Andrew C. Boynton Release No. 34-75343, IC-31703, AAER-3668",https://www.sec.gov/files/litigation/admin/2015/34-75343.pdf,SEC AAER index + company-name candidate matching,DS SERVICES,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,REVIEW,,1396536,"DUOS TECHNOLOGIES GROUP, INC.",2022,88.24,7-Jun-22,AAER-4302,"Synchronoss Technologies, Inc. Release No. 34-95049, AAER-4302",https://www.sec.gov/files/litigation/admin/2022/34-95049.pdf,SEC AAER index + company-name candidate matching,DUOS TECHNOLOGIES GROUP,DUOS,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1347123,"EBR SYSTEMS, INC.",2010,90.91,5-May-10,AAER-3131,"Spongetech Delivery Systems, Inc., RM Enterprises International, Inc., Steven Y. Moskowitz, Michael E. Metter, George Speranza, Joel Pensley and Jack Halperin Release No. LR-21515, AAER-3131 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21515 | https://www.sec.gov/files/litigation/complaints/2010/comp21515.pdf,SEC AAER index + company-name candidate matching,EBR SYSTEMS,EBR,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,1658433,EMEDIA GROUP INC.,2013,100,2-Jul-13,AAER-3470,"James M. Schneider (Order Denying Motion or in the Alternative Application to Modify Commission Order Imposing Remedial Sanction) Release No. 34-69922, AAER-3470",https://www.sec.gov/files/litigation/opinions/2013/34-69922.pdf,SEC AAER index + company-name candidate matching,EMEDIA GROUP,EMEDIA,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,1658433,EMEDIA GROUP INC.,2014,100,17-Jul-14,AAER-3568,"James M. Schneider, CPA (Order Denying Motion Or, in the Alternative, Application for Modification of Commission Order Imposing Remedial Sanctions) Release No. 34-72639, AAER-3568",https://www.sec.gov/files/litigation/opinions/2014/34-72639.pdf,SEC AAER index + company-name candidate matching,EMEDIA GROUP,EMEDIA,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1410708,EMO CAPITAL CORP.,2015,90.91,8-Jul-15,AAER-3670,"Vero Capital Management, LLC Geiger, Robert Barbaresi, George Downey, Steven, CPA Release No. 34-75401, AAER-3670, IA-4138, IC-31710",https://www.sec.gov/files/litigation/admin/2015/34-75401.pdf,SEC AAER index + company-name candidate matching,EMO CAPITAL,EMO,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,33002,"ENNIS, INC.",2009,100,30-Mar-09,AAER-2958,"Dennis Kavelman, C.A. and Arcangelo Loberto, C.A. Release No. 34-59648, AAER-2958",https://www.sec.gov/files/litigation/admin/2009/34-59648.pdf,SEC AAER index + company-name candidate matching,ENNIS,ENNIS,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,33002,"ENNIS, INC.",2009,100,14-Jul-09,AAER-3010,"L. Dennis Kozlowski, Mark H. Swartz, and Mark A. Belnick Release No. LR-21129, AAER-3010",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21129,SEC AAER index + company-name candidate matching,ENNIS,ENNIS,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,33002,"ENNIS, INC.",2009,100,28-Jul-09,AAER-3020,"Avery Dennison Corporation Release No. LR-21156, AAER-3020 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21156 | https://www.sec.gov/files/litigation/complaints/2009/comp21156.pdf,SEC AAER index + company-name candidate matching,ENNIS,ENNIS,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,33002,"ENNIS, INC.",2009,100,28-Jul-09,AAER-3021,"Avery Dennison Corporation Release No. 34-60393, AAER-3021",https://www.sec.gov/files/litigation/admin/2009/34-60393.pdf,SEC AAER index + company-name candidate matching,ENNIS,ENNIS,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,33002,"ENNIS, INC.",2011,100,11-May-11,AAER-3279,"Michael Baker Corporation, John Scullin and Dennis Higgins Release No. LR-21962, AAER-3279 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21962 | https://www.sec.gov/files/litigation/complaints/2011/comp21962.pdf,SEC AAER index + company-name candidate matching,ENNIS,ENNIS,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1420800,ENOVIS CORP,2017,90.91,19-Jul-17,AAER-3883,"Enviso Capital, LLC, Ryan Bowers and Jeffrey Laberge, CPA Release No. 34-81173, IA-4731, IC-32737, AAER-3883 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2017/34-81173.pdf | https://www.sec.gov/files/litigation/admin/2017/34-81173-s.pdf,SEC AAER index + company-name candidate matching,ENOVIS,ENOVIS,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1419583,"EOS PETRO, INC.",2020,88.89,28-Apr-20,AAER-4133,"Penn West Petroleum Ltd., d/b/a Obsidian Energy Ltd., Todd H. Takeyasu, Jeffery A. Curran, and Waldemar Grab Release No. LR-24809, AAER-4133 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-24809 | https://www.sec.gov/files/litigation/complaints/2020/comp24809.pdf,SEC AAER index + company-name candidate matching,EOS PETRO,EOS | PETRO,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1318568,EVERI HOLDINGS INC.,2010,88.89,3-Mar-10,AAER-3117,"Verint Systems Inc. Release No. LR-21428, AAER-3117 See Also: SEC Complaint against Verint , Administrative Proceedings Release",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21428 | https://www.sec.gov/files/litigation/complaints/2010/comp21428.pdf | https://www.sec.gov/files/litigation/admin/2010/34-61635.pdf,SEC AAER index + company-name candidate matching,EVERI,EVERI,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1318568,EVERI HOLDINGS INC.,2010,88.89,3-Mar-10,AAER-3117,"Verint Systems Inc. Release No. 34-61635, AAER-3117",https://www.sec.gov/files/litigation/admin/2010/34-61635.pdf,SEC AAER index + company-name candidate matching,EVERI,EVERI,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,1483510,"EXPRESS, INC.",2013,100,20-Jun-13,AAER-3479,"China MediaExpress Holdings, Inc. and Zheng Cheng Release No. LR-22731, AAER-3479 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-22731 | https://www.sec.gov/files/litigation/complaints/2013/comp22731.pdf,SEC AAER index + company-name candidate matching,EXPRESS,EXPRESS,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,724571,FREDS INC,2019,88.89,29-Mar-19,AAER-4033,"Fresenius Medical Care AG & Co. KGaA Release No. 34-85468, AAER-4033",https://www.sec.gov/files/litigation/admin/2019/34-85468.pdf,SEC AAER index + company-name candidate matching,FREDS,FREDS,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1445229,FUER INTERNATIONAL INC.,2013,88.89,1-Jul-13,AAER-3483,"Fuqi International, Inc. Release No. LR-22739, AAER-3483 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-22739 | https://www.sec.gov/files/litigation/complaints/2013/comp22739.pdf,SEC AAER index + company-name candidate matching,FUER INTERNATIONAL,FUER,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1445229,FUER INTERNATIONAL INC.,2013,88.89,30-Apr-13,AAER-4298,"Artfest International, Inc., et al. Brenda P. Murray, Chief Administrative Law Judge Release No. 485, 34-68902, 34-69676, AAER-4298 See Also: Order Instituting Proceedings, Release No. 34-68902 , Finality Order, Release No. 34-69676",https://www.sec.gov/files/alj/aljdec/2013/id485bpm.pdf | https://www.sec.gov/files/litigation/admin/2013/34-68902.pdf | https://www.sec.gov/files/alj/aljdec/2013/34-69676.pdf,SEC AAER index + company-name candidate matching,FUER INTERNATIONAL,FUER,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1673504,GALEM GROUP INC.,2017,88.89,10-Apr-17,AAER-3865,"Galena Biopharma, Inc. and Mark J. Ahn Release No. 33-10337, 34-80407, AAER-3865",https://www.sec.gov/files/litigation/admin/2017/33-10337.pdf,SEC AAER index + company-name candidate matching,GALEM GROUP,GALEM,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1474735,GENERAC HOLDINGS INC.,2010,92.31,27-Jul-10,AAER-3159,"General Electric Company; Ionics, Inc.; and Amersham  plc Release No. LR-21602, AAER-3159 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21602 | https://www.sec.gov/files/litigation/complaints/2010/comp21602.pdf,SEC AAER index + company-name candidate matching,GENERAC,GENERAC,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1575965,"GLP CAPITAL, L.P.",2013,90.91,28-Jun-13,AAER-3468,"LPB Capital d/b/a Family Office Group, LLC and Gary J. Pappas (Order Dismissing Proceedings) Release No. 34-69885, IA-3619, AAER-3468",https://www.sec.gov/files/litigation/opinions/2013/34-69885.pdf,SEC AAER index + company-name candidate matching,GLP CAPITAL L P,GLP,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,1775194,"GROVE, INC.",2010,100,23-Apr-10,AAER-3129,"David R. Cosgrove, CMA Release No. 34-61976, AAER-3129",https://www.sec.gov/files/litigation/admin/2010/34-61976.pdf,SEC AAER index + company-name candidate matching,GROVE,GROVE,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,944480,GSE SYSTEMS INC,2018,90.91,10-Jul-18,AAER-3949,"Advanced Drainage Systems, Inc. and Mark B. Sturgeon, CPA Release No. 33-10517, 34-83612, AAER-3949 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2018/33-10517.pdf | https://www.sec.gov/enforce/33-10517-s,SEC AAER index + company-name candidate matching,GSE SYSTEMS,GSE,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1380412,"HK INTERNATIONAL GROUP, INC.",2011,89.66,18-Mar-11,AAER-3254,"International Business Machines Corporation Release No. LR-21889, AAER-3254 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21889 | https://www.sec.gov/files/litigation/complaints/2011/comp21889.pdf,SEC AAER index + company-name candidate matching,HK INTERNATIONAL GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,REVIEW,,1380412,"HK INTERNATIONAL GROUP, INC.",2016,93.75,19-Apr-16,AAER-3765,"Logitech International, S.A., Michael Doktorczyk and Sherralyn Bolles, CPA Release No. 34-77644, AAER-3765",https://www.sec.gov/files/litigation/admin/2016/34-77644.pdf,SEC AAER index + company-name candidate matching,HK INTERNATIONAL GROUP,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,REVIEW,,1342916,"HNO INTERNATIONAL, INC.",2013,94.12,15-May-13,AAER-3482,"RINO International Corporation, Dejun ""David"" Zou, and Jianping ""Amy"" Qiu Release No. LR-22699, AAER-3482 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-22699 | https://www.sec.gov/files/litigation/complaints/2013/comp-pr2013-87.pdf,SEC AAER index + company-name candidate matching,HNO INTERNATIONAL,HNO,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,REVIEW,,1673431,IA ENERGY CORP.,2020,88.89,28-Apr-20,AAER-4133,"Penn West Petroleum Ltd., d/b/a Obsidian Energy Ltd., Todd H. Takeyasu, Jeffery A. Curran, and Waldemar Grab Release No. LR-24809, AAER-4133 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-24809 | https://www.sec.gov/files/litigation/complaints/2020/comp24809.pdf,SEC AAER index + company-name candidate matching,IA ENERGY,,False,0.0,WEAK_OR_FALSE_MATCH—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
